Team,Context,Period,Avg_Minute,Std_Minute,SEM,IQR_Q1,IQR_Q3,Goal_Count,Total_Matches
FSV Mainz,HOME,1,29.444444444444443,13.058628479965948,4.352876159988649,24.0,40.0,9,5
Freiburg,HOME,2,73.44444444444444,16.97138113937041,5.657127046456804,58.0,87.0,9,5
Freiburg,HOME,1,24.25,15.154507280314029,4.374729428862724,12.75,38.5,12,6
Freiburg,AWAY,2,66.0,14.338758663147937,4.323298404101791,54.5,79.5,11,4
Freiburg,AWAY,1,26.571428571428573,11.530497862294625,4.358118548056209,19.5,34.0,7,4
Hamburger SV,HOME,1,18.0,12.743625857659193,5.202563470700446,10.5,18.5,6,5
Hamburger SV,HOME,2,68.88888888888889,16.22840445364581,5.409468151215269,59.0,90.0,9,5
Hamburger SV,AWAY,1,22.833333333333332,15.025533823018291,6.13414849655417,13.0,28.25,6,3
Hamburger SV,AWAY,2,65.625,17.711477311941785,6.26195285605286,49.5,79.5,8,4
Heidenheim,HOME,1,34.0,9.674709297958259,3.9496835316262997,29.75,42.0,6,4
Heidenheim,HOME,2,66.58333333333333,14.816810682055662,4.277244817908279,54.75,77.75,12,5
Heidenheim,AWAY,2,71.1,15.793458561484668,4.994330118577799,60.0,87.0,10,6
Heidenheim,AWAY,1,28.88888888888889,15.608046357924206,5.202682119308069,18.0,43.0,9,4
Hoffenheim,AWAY,1,21.11111111111111,16.197564974745774,5.399188324915258,8.0,31.0,9,5
Hoffenheim,AWAY,2,61.833333333333336,12.246211535397261,3.535176763257355,51.75,72.25,12,5
Hoffenheim,HOME,2,72.77777777777777,15.506271132817343,5.168757044272447,63.0,82.0,9,4
Hoffenheim,HOME,1,26.75,12.983380985636284,3.747979253524289,16.75,39.5,12,6
Leverkusen,HOME,1,24.5,14.569582261435201,4.2058761203100055,14.5,35.0,12,6
Leverkusen,HOME,2,65.6,16.674664747587716,5.272991982209384,52.0,79.75,10,7
Leverkusen,AWAY,1,28.0,12.346196638178553,3.1877742645778353,24.0,34.5,15,5
Leverkusen,AWAY,2,74.125,13.829962297231946,4.889630061963495,62.5,87.75,8,4
Monchengladbach,AWAY,2,73.77777777777777,11.200198410940962,3.7333994703136537,70.0,80.0,9,6
Monchengladbach,HOME,1,28.875,14.004463574160917,4.951325580084589,15.0,40.5,8,3
Monchengladbach,HOME,2,73.3076923076923,12.29759200944515,3.4107383503685176,64.0,81.0,13,4
Monchengladbach,AWAY,1,27.0,15.811388300841896,6.454972243679029,17.75,38.25,6,3
RB Leipzig,AWAY,1,23.857142857142858,12.611698737876077,3.3706182673101157,12.0,36.5,14,6
RB Leipzig,AWAY,2,69.16666666666667,8.931218655181759,3.646154747736915,64.25,76.25,6,3
RB Leipzig,HOME,2,63.888888888888886,15.648038570731833,5.216012856910611,50.0,78.0,9,4
RB Leipzig,HOME,1,35.833333333333336,14.17627125398871,5.787438504592895,28.25,45.0,6,3
Sankt Pauli,HOME,2,70.66666666666667,12.83697311627156,3.7057149421296876,58.75,79.25,12,5
Sankt Pauli,HOME,1,31.375,11.783008347374015,4.16592255260293,22.75,41.0,8,5
Sankt Pauli,AWAY,1,27.0,17.832554500127006,6.740072064048827,12.5,41.5,7,6
Sankt Pauli,AWAY,2,66.28571428571429,17.46152232495099,6.599835083488957,52.5,79.5,7,5
Stuttgart,AWAY,2,75.5,15.611961226358888,3.902990306589722,62.5,89.25,16,7
Stuttgart,AWAY,1,28.7,13.695498043761193,4.330896750866576,18.5,39.5,10,7
Stuttgart,HOME,2,70.6,13.08816259067712,5.853204250664759,65.0,79.0,5,5
Stuttgart,HOME,1,31.285714285714285,14.20931954404439,5.370617973284451,22.0,42.0,7,3
Union Berlin,HOME,1,32.3,13.992458286122881,4.424803824904432,26.25,44.5,10,5
Union Berlin,HOME,2,77.4,15.52918399516071,4.910759162854105,73.5,89.0,10,5
Union Berlin,AWAY,1,34.5,13.780420893427022,5.625833271614082,32.25,44.0,6,4
Union Berlin,AWAY,2,67.0,14.696938456699069,5.196152422706632,55.25,80.25,8,4
Werder Bremen,AWAY,2,69.28571428571429,13.702490348773896,3.6621445879063206,63.5,80.75,14,6
Werder Bremen,AWAY,1,27.285714285714285,10.028530728448139,3.7904283318347423,22.0,31.0,7,4
Werder Bremen,HOME,1,24.142857142857142,15.635734407957642,5.909752115615952,13.5,34.0,7,5
Werder Bremen,HOME,2,77.11111111111111,12.604011707036419,4.201337235678806,72.0,90.0,9,5
Wolfsburg,AWAY,1,19.166666666666668,9.537644712750977,3.8937271490322884,16.25,26.0,6,5
Wolfsburg,AWAY,2,73.55555555555556,14.160783091968387,4.720261030656129,65.0,87.0,9,4
Wolfsburg,HOME,1,21.0,13.548267621934382,4.2843384034825664,9.0,32.5,10,6
Wolfsburg,HOME,2,71.27272727272727,16.4990357844991,4.97464646362096,56.5,89.5,11,5
